E_keV,reaction,place_class,net_cph,sigma_cph,signif,found,origin
465.14,⁶⁵Cu(n;γ); выход на 100 захватов: 6.22,wiring | D,15.564022526934714,2.8705677689808202,5.421931749920204,0,
472.2,²⁴Na decay,Al/Na activation | D,6.494056829565048,2.557257645409053,2.5394613019237933,0,
477.6,¹⁰B(n;αγ)⁷Li*,borosilicate glass; composites | B; if boron is present,-7.579147784464937,2.285128879028318,-3.316726620551809,0,
477.6,⁷Be decay,atmospheric aerosol | D,-7.579147784464937,2.285128879028318,-3.316726620551809,0,
508.19,⁶⁹Ga(n;γ); выход на 100 захватов: 20.77,GAGG | B,1.412747030895929,3.1404403801313245,0.44985634493620025,0,
511.0,e⁺e⁻ annihilation (π⁺→μ⁺→e⁺; pair production; ¹¹C/¹³N/⁶²Cu),everywhere; at 11 km orders of magnitude stronger than at ground level | A,-3.6566222001259074,3.7827395058767874,-0.9666597962786107,0,
512.49,⁸¹Br(n;γ); выход на 100 захватов: 8.90,LaBr₃ | B,15.44046741946433,3.378152858186924,4.570683467458997,0,
512.65,³¹P(n;γ); выход на 100 захватов: 45.93,bones | D,33.54644994391224,3.3866192584391763,9.905586481361096,0,
517.07,³⁵Cl(n;γ); выход на 100 захватов: 17.41,PVC wiring; body salt | B,6.869895093785496,2.8330929056553185,2.42487462379792,0,
519.66,⁴⁰Ca(n;γ); выход на 100 захватов: 12.27,passengers' skeleton | C,7.424934377755566,2.7865083250085254,2.66460154133322,0,
558.32,¹¹³Cd(n;γ); выход на 100 захватов: 9.03 (σ_elem 227 b!),cadmium-plated fasteners | B; if Cd is present,1.6743091910415293,2.3352149624332728,0.7169828979242726,0,
564.05,⁵²Cr(n;γ); выход на 100 захватов: 14.87,stainless steel | C,10.832757938120134,2.408468407770721,4.49777871412768,0,
578.6,muonic X-ray Cl,PVC | D,2.8920092389968906,2.5030319455561023,1.1554024486708534,0,
583.19,²⁰⁸Tl (Th-232),thoriated alloys | D,5.699881330407907,2.296039494666084,2.4824840093775684,0,
585.0,²⁴Mg(n;γ); выход на 100 захватов: 58.58,Mg in 2024/7075 alloys | C,-8.353277200132691,2.7196460144977515,-3.071457518957785,0,
608.77,⁶³Cu(n;γ); выход на 100 захватов: 5.97,wiring | D,3.109709380284452,2.0324674096165256,1.5300168482756504,0,
609.32,²¹⁴Bi (radon; T½=19.71 min),should be absent | D — a diagnostic signature,3.1817268602832143,2.046079686749809,1.5550356522708935,0,
636.66,³¹P(n;γ); выход на 100 захватов: 18.08,bones | D,-1.1914653719748105,2.3396065671195116,-0.5092588594678654,0,
651.09,⁶⁹Ga(n;γ); выход на 100 захватов: 6.13,GAGG | C,-33.01347801834417,3.3952907949991964,-9.72331385192943,0,
669.72,⁶³Cu(n;n′),wiring; busbars | C,0.9056926614189116,2.8459058445054066,0.3182440709229834,0,
690.94,⁶⁹Ga(n;γ); выход на 100 захватов: 18.15,GAGG | B,1.6473138665586484,2.619740314815723,0.6288080758395793,0,
712.69,muonic X-ray K,people | D,0.4546915955736086,2.2546691188714547,0.2016666622023894,0,
770.3,³⁹K(n;γ); выход на 100 захватов: 43.00,people; luggage | B,-2.1254143292285836,1.8762047067175474,-1.1328264563129855,0,
782.7,muonic X-ray Ca,skeleton | D,16.323193806461628,2.2872300585780336,7.1366646067119826,1,neutron/primary/World 71.1%; e+-/compt/Skin 13.5%; neutron/neutronInelastic/Pax 3.7%
784.15,muonic X-ray Ca,skeleton | D,12.001852091581156,2.354127834167453,5.09821595810903,1,neutron/primary/World 74.0%; e+-/conv/Pax 8.5%; e+-/primary/World 6.1%
786.3,³⁵Cl(n;γ); выход на 100 захватов: 7.85 / 12.45,PVC; body | B,14.545711076477176,2.406551037371881,6.044214666796384,1,neutron/primary/World 46.9%; gamma/primary/World 19.2%; e+-/primary/World 9.4%
788.43,³⁵Cl(n;γ); выход на 100 захватов: 7.85 / 12.45,PVC; body | B,-0.019487811032298463,2.029457135083344,-0.009602474817236362,0,
788.7,¹³⁸La (intrinsic activity),LaBr₃ | B (LaBr₃ only),-4.756007715001383,2.0216593079876337,-2.352526806178598,0,
840.99,³²S(n;γ); выход на 100 захватов: 63.32,body; rubber | C,10.331497093447414,2.4191844201087602,4.270652955421619,1,neutron/primary/World 26.4%; gamma/primary/World 17.3%; gamma/eBrem/Cargo 11.9%
843.76,²⁷Al(n;n′) σ 100 mb @2 MeV and ²⁷Mg decay (71.8 %) and μ⁻ capture on Al,skin | A,-13.931767441570553,1.879634486016199,-7.411955646280096,0,
846.78,⁵⁶Fe(n;n′) σ 528 mb @2 MeV; peak 1999 mb @1.38 MeV; and ⁵⁶Mn decay (98.85 %),steel; fasteners; engines | A,-3.5341407540773293,1.956863286756123,-1.8060233323380739,0,
855.69,⁶⁴Zn(n;γ); выход на 100 захватов: 6.00,7075 alloy | D,-1.3234927123166673,1.7933811427817263,-0.7379874142446866,0,
869.21,²³Na(n;γ); выход на 100 захватов: 20.38,body; NaI | C,5.653186981866896,2.057328149782291,2.7478295003473914,0,
870.68,¹⁶O(n;γ); выход на 100 захватов: 93.16; but σ₀ = 0.19 mb,air; water; people | D,5.12463582241458,2.0269678581237875,2.5282274713315243,0,
874.39,²³Na(n;γ); выход на 100 захватов: 14.34,body; NaI | D,6.245519251269706,2.0000482847010677,3.1226842366974044,0,
877.98,⁵⁸Ni(n;γ); выход на 100 захватов: 5.24,steel | D,-1.865725541628066,2.164527040420535,-0.8619552940607218,0,
911.2,²²⁸Ac (Th-232),thoriated alloys | D,7.351040491075183,2.174008466173247,3.381330204299848,0,
928.63,⁵¹Ti decay,Ti activation | D,-1.6702737020919696,1.8716165457241971,-0.8924230264515424,0,
944.17,¹⁵⁷Gd(n;γ); выход на 100 захватов: 1.22,GAGG | B,6.109784049793312,1.7386999002897652,3.513995744047077,0,
962.1,¹⁵⁷Gd(n;γ) / ⁶³Cu(n;n′) 962.15; выход на 100 захватов: 0.81 / σ 372 mb,GAGG / wiring — overlap | B,8.658617429707812,1.882542370711954,4.59942764870319,1,neutron/primary/World 39.4%; e+-/conv/Trim 17.4%; gamma/eBrem/Skin 7.1%
983.53,⁴⁸Ti(n;n′),titanium parts | B,-10.61153676164227,1.79148205263377,-5.923328534629518,0,
1014.52,²⁷Al(n;n′) σ 234 mb @2 MeV and ²⁷Mg decay (28.2 %),skin | A,2.294343995325633,1.7591568741609822,1.304229332258901,0,
1039.2,⁶⁶Cu decay,Cu activation | D,2.4277117115524876,1.702547136371089,1.425929220806807,0,
1065.14,¹⁵⁵Gd(n;γ); выход на 100 захватов: 0.67,GAGG | C,3.5085857758299492,1.7336415262220046,2.0238242582224872,0,
1071.22,³¹P(n;γ); выход на 100 захватов: 14.48,bones | D,-21.205691523672463,1.8458265351628584,-11.488453069508761,0,
1087.75,¹⁶O(n;γ); выход на 100 захватов: 83.16 (σ₀ tiny),water; people | D,-4.444712249396257,1.9593893380635508,-2.2684170843702414,0,
1107.61,¹⁵⁷Gd(n;γ); выход на 100 захватов: 0.72,GAGG | C,-4.611168664469873,1.5953331485594267,-2.890411114840635,0,
1115.53,⁶⁵Ni decay,Ni activation | D,11.833056255809717,1.8850093318628574,6.277452347737568,1,neutron/primary/World 49.8%; e+-/primary/World 12.2%; e+-/conv/Pax 11.9%
1120.29,²¹⁴Bi (radon),should be absent | D,6.326301476898588,1.9553582701999357,3.2353669265181377,0,
1158.89,³⁹K(n;γ); выход на 100 захватов: 7.62,people | D,3.3087197908037025,1.5757458559410327,2.0997800998992573,0,
1158.99,¹⁵⁵Gd(n;γ); выход на 100 захватов: 0.80,GAGG | C,5.701896479199368,1.7849678217679645,3.19439734972465,0,
1164.87,³⁵Cl(n;γ); выход на 100 захватов: 20.46,PVC insulation; body salt | B,-2.09295090071526,1.5781331240295966,-1.326219486079305,0,
1185.99,¹⁵⁷Gd(n;γ); выход на 100 захватов: 0.63,GAGG | C,3.4991170036757335,1.7239377175511594,2.0297235613860822,0,
1230.79,¹⁵⁵Gd(n;γ); выход на 100 захватов: 0.64,GAGG | C,-8.728368104365988,1.6555099757848561,-5.272313807851251,0,
1249.62,¹¹⁸Sn(n;γ); выход на 100 захватов: 2.26,solders | D,3.0394324373959316,1.5043823096763074,2.020385654528147,0,
1253.06,muonic X-ray Fe (2p–1s),steel; engines | C,7.402129671778578,1.7924891125241902,4.1295255965905815,0,
1257.19,muonic X-ray Fe (2p–1s),steel; engines | C,-5.977618989459607,1.571904074602534,-3.802788659970289,0,
1261.77,¹²C(n;γ); выход на 100 захватов: 35.13,fuel; composite; people | D,2.064465699277605,1.4959924549903654,1.379997400649257,0,
1273.35,²⁸Si(n;γ); выход на 100 захватов: 16.33,electronics; glass | D,-1.2796156197744926,1.4209274360208244,-0.9005495898917524,0,
1274.54,²²Na decay,long-lived Al/Mg activation | D,0.04701416941833547,1.3785453233706007,0.0341041883943169,0,
1293.64,⁴¹Ar decay,cabin air — suppressed by ventilation | D,-3.7727023178675196,1.4547768770260696,-2.5933202386195973,0,
1326.01,⁶³Cu(n;n′),wiring | D,-8.33375681218581,1.5872021953610824,-5.250595567812903,0,
1368.63,²⁴Na decay (99.99 %) and ²⁴Mg(n;n′) 1368.67,Al alloys; activation | B,-1.8731838223445119,1.4770285894284878,-1.268210944426817,0,
1381.74,⁴⁸Ti(n;γ); выход на 100 захватов: 65.74; σ_elem 3.8 b,titanium parts; engines | B,1.2365458070029678,1.2674244044441276,0.9756367343623128,0,
1408.9,⁴⁹Ca decay,— | D,7.416449646571698,1.725656312212165,4.297755928620776,0,
1434.06,⁵²V decay (100 %) and ⁵²Cr(n;n′) σ 1003 mb @2 MeV,stainless steel | B,4.125617598305016,1.6261747345617767,2.5370075617469188,0,
1434.09,⁵²V decay (100 %) and ⁵²Cr(n;n′) σ 1003 mb @2 MeV,stainless steel | B,4.125617598305018,1.6261747345617767,2.53700756174692,0,
1435.8,¹³⁸La (intrinsic activity),LaBr₃ | A (LaBr₃ only),2.1772942131834085,1.403888389324873,1.550902642788053,0,
1454.21,⁵⁸Ni(n;n′) σ 578 mb @2 MeV,heat-resistant alloys | B,1.1000629963207476,1.3732035816550994,0.8010924316078902,0,
1460.82,⁴⁰K decay,passengers; luggage; glass; ceramics | A,0.13492499436602445,1.3040565732820135,0.10346559890914009,0,
1460.85,⁴⁰Ar(n;n′) — overlaps with ⁴⁰K!,cabin air | B; pitfall,0.13492499436602357,1.3040565732820135,0.10346559890913941,0,
1481.84,⁶⁵Ni decay,Ni activation | D,-1.1553666905634847,1.283476136080595,-0.9001855648767078,0,
1585.94,⁴⁸Ti(n;γ); выход на 100 захватов: 7.92,titanium | C,-0.7234820808381601,1.419647217956547,-0.509621032385459,0,
1612.79,⁵⁶Fe(n;γ); выход на 100 захватов: 5.91,steel | C,2.4692990133714385,1.1705224418075069,2.1095699878751373,0,
1618.97,³⁹K(n;γ); выход на 100 захватов: 6.19,people | D,0.11554892742436368,1.4416561211320928,0.0801501313181581,0,
1622.88,²⁷Al(n;γ); выход на 100 захватов: 4.28,skin | C,0.4625291057234111,1.2085188854020519,0.3827239369697861,0,
1635.2,¹⁴N(n;n′) (3948.1→2312.8); σ(MT52) 100 mb @6.75 MeV,air; people | B,-5.9321063753487655,1.2854148635329825,-4.614935258368088,0,
1642.68,³⁸Cl decay,Cl activation | D,-3.8945901577525075,1.2733659573341647,-3.058500296258874,0,
1725.29,⁵⁶Fe(n;γ); выход на 100 захватов: 6.99,steel | C,-9.692288606311736,1.1634836443740582,-8.330403829205597,0,
1764.49,²¹⁴Bi (radon),should be absent | D,4.636293293445361,1.2036846819353424,3.8517506810761306,0,
1778.99,²⁸Al decay (100 %); T½ 2.245 min,skin ((n;γ) on Al and (n;p) on Si) | A,5.366912368886552,1.3714947679131058,3.9131847196566083,0,
1779.03,²⁸Si(n;n′); σ 579 mb @5 MeV; peak 1032 mb @2.86 MeV,glass; electronics; fillers | A (merges with the previous line),5.366912368886547,1.3714947679131058,3.9131847196566047,0,
1810.73,⁵⁶Mn decay,Fe activation | C,1.0507255050404134,1.138863679215669,0.9226086705689341,0,
1884.82,¹⁴N(n;γ); выход на 100 захватов: 18.42,air; people | C,3.3018683107134144,1.3469033879438619,2.451451485138765,0,
1942.67,⁴⁰Ca(n;γ); выход на 100 захватов: 85.85,passengers' skeleton | B,-0.3297851892484735,1.1062089019830712,-0.29812198099045883,0,
1951.14,³⁵Cl(n;γ); выход на 100 захватов: 14.54,PVC; body | B,1.3593737914178856,1.1641937221285548,1.1676525698252977,0,
2001.31,⁴⁰Ca(n;γ); выход на 100 захватов: 16.07 / 9.98,skeleton | C,-0.6945485983941659,1.0026741046288992,-0.6926962561292297,0,
2009.84,⁴⁰Ca(n;γ); выход на 100 захватов: 16.07 / 9.98,skeleton | C,-0.538013089999295,0.9836941243351642,-0.5469312835053421,0,
2073.79,³⁹K(n;γ); выход на 100 захватов: 6.52,people | D,-1.3270361519642235,0.8542194243659688,-1.5535073473062213,0,
2085.1,⁵⁶Fe(n;n′) 2nd level,steel | C,-4.768265754319537,1.0691152818835477,-4.460010847397948,0,
2092.9,²⁸Si(n;γ); выход на 100 захватов: 18.70,glass; electronics | D,-2.4057794581262435,0.9810911914281195,-2.452146629330435,0,
2113.09,⁵⁶Mn decay,Fe activation | D,2.7820465997120642,0.9901379637541136,2.80975652035795,0,
2167.4,³⁸Cl decay,Cl activation | D,-3.010700539974281,0.9273195106391923,-3.24667011254733,0,
2184.42,¹⁶O(n;γ); выход на 100 захватов: 86.32 (σ₀ tiny),water | D,1.4568377671552573,0.9244228684498608,1.5759430201009506,0,
2223.248,¹H(n;γ)²H; выход на 100 захватов: 100 / 100 captures; σ = 0.3326 b,people; fuel; luggage; plastic; water — the main capture source | A (flagship),50.034409738134144,2.6836118392609687,18.644428753121375,1,gamma/nCapture/Pax 77.3%; e+-/compt/Pax 4.7%; gamma/nCapture/Trim 4.2%
2312.59,¹⁴N(n;n′); σ(MT51) 19.7 mb @4.9 MeV,air; people | B,2.604526225071694,0.8898957751656097,2.926776705493395,0,
2320.8,⁵²Cr(n;γ); выход на 100 захватов: 17.89,stainless steel | C,0.6679287416180851,0.8243068547233565,0.8102913833492832,0,
2379.66,³²S(n;γ); выход на 100 захватов: 37.96,body; rubber | C,2.0721123557767713,0.9376548754236576,2.209888104981628,0,
2517.81,²³Na(n;γ); выход на 100 захватов: 13.19,body; NaI | D,-1.2678819909622456,0.7440200235761845,-1.7040965979223004,0,
2614.53,²⁰⁷Pb(n;γ) (0.06) and ²⁰⁸Tl 2614.51 (99.75 %),instrument lead shield / Th alloys | C; dual nature,-0.16583599921133096,0.7975972573622068,-0.20791947023461382,0,
2741.5,¹⁶O(n;n′) 8871.9→6129.89 and ¹⁶N decay (0.82 %),air; water; people | C,0.6602096596092171,0.644660701256824,1.0241196001587798,0,
2752.27,²³Na(n;γ); выход на 100 захватов: 12.34,body; NaI | D,1.2806076330482068,0.6933341846843226,1.847027971989109,0,
2754.01,²⁴Na decay,Al activation | C,1.4437891463056336,0.7927364575692176,1.8212725459010057,0,
2828.17,²⁴Mg(n;γ); выход на 100 захватов: 44.78,Mg in alloys | D,1.3218399511918029,0.84547836147945,1.5634225681172933,0,
2930.67,³²S(n;γ); выход на 100 захватов: 15.18,body | D,-2.8561524347970675,0.6696356008223552,-4.265233854486724,0,
3033.9,²⁷Al(n;γ); выход на 100 захватов: 7.75,skin | C,-1.9842132904558516,0.6549925658475418,-3.029367650743235,0,
3084.4,⁴⁹Ca decay,Ca activation | D,0.5421749556550053,0.688557149608986,0.7874073429676718,0,
3103.37,³⁷S decay,Cl activation | D,1.1568217996683992,0.6131744320666923,1.8866112792233591,0,
3220.59,³²S(n;γ); выход на 100 захватов: 21.35,body | D,0.12593836681981868,0.6173790186095501,0.20398873791249789,0,
3272.02,¹⁶O(n;γ); выход на 100 захватов: 18.58,water | D,1.4362881079076149,0.6757301985504215,2.125534882100496,0,
3465.06,²⁷Al(n;γ); выход на 100 захватов: 6.32,skin | C,-2.099819961960315,0.7386457532677791,-2.842797041302522,0,
3538.97,²⁸Si(n;γ); выход на 100 захватов: 67.23,glass; electronics | C,-0.6731089271568996,0.6405118427848727,-1.0508922430384713,0,
3587.46,²³Na(n;γ); выход на 100 захватов: 11.25,body; NaI | D,-2.4108127589419936,0.6647322821180283,-3.62674241013307,0,
3683.92,¹²C(n;γ) 34.56 and ¹³C* from ¹⁶O(n;α); σ(MT107) 506 mb @4.6 MeV,fuel; composite; people / oxygen | C,-4.054727950528116,0.5777192535861854,-7.018509293845481,0,
3853.8,¹³C* from ¹⁶O(n;α),water; air | C,-0.2574876458234784,0.44893235768853396,-0.573555551106257,0,
3899.89,³¹P(n;γ); выход на 100 захватов: 17.09,bones | D,-2.988413862939423,0.6520187146508506,-4.583325287740688,0,
3916.84,²⁴Mg(n;γ); выход на 100 захватов: 59.70,Mg in alloys | D,0.9381572350677894,0.5803814380449925,1.616449413385721,0,
3981.45,²³Na(n;γ); выход на 100 захватов: 12.77,body; NaI | D,-0.13830719251235313,0.45961598805991394,-0.30091901958450556,0,
4071.9,⁴⁹Ca decay,— | D,-0.10619228984126274,0.5548178343831853,-0.19140028178676202,0,
4133.41,²⁷Al(n;γ); выход на 100 захватов: 6.45,skin | C,-0.9281634135669896,0.459175198815879,-2.021370962457331,0,
4259.53,²⁷Al(n;γ); выход на 100 захватов: 6.62,skin | C,0.5238535183612123,0.4568239525692146,1.14672953424403,0,
4438.9,¹²C(n;n′); σ 373 mb @8 MeV; peak 460 mb @8.14 MeV; Doppler-broadened to ~180 keV,fuel; composite; plastic; people | A,0.4540150381587754,0.4745647642219322,0.9566977415677944,0,
4444.03,¹⁰B(n;γ); выход на 100 захватов: 7.80,borosilicate glass | D,-1.2017438960894797,0.5739996115566351,-2.093631897816897,0,
4508.73,¹⁴N(n;γ); выход на 100 захватов: 16.54,air; people | C,0.0,inf,0.0,0,
4690.68,²⁷Al(n;γ); выход на 100 захватов: 4.72 / 5.45,skin | C,-2.791760443226815,0.5107711838239303,-5.465775148719377,0,
4733.84,²⁷Al(n;γ); выход на 100 захватов: 4.72 / 5.45,skin | C,0.13863633273800346,0.4089612724535553,0.338996237727493,0,
4842.69,¹³⁹La(n;γ); выход на 100 захватов: 7.31,LaBr₃ | B,0.0,inf,0.0,0,
4869.61,³²S(n;γ); выход на 100 захватов: 11.86,body | D,2.8838398331842985e-07,0.36849458072823094,7.826003376997189e-07,0,
4933.89,²⁸Si(n;γ); выход на 100 захватов: 63.28,glass; electronics | C,0.0,inf,0.0,0,
4945.3,¹²C(n;γ) = Sₙ(¹³C); выход на 100 захватов: 73.94 (but σ₀ = 3.53 mb),fuel; composite; people | C,0.0,inf,0.0,0,
5097.73,¹³⁹La(n;γ); выход на 100 захватов: 7.52,LaBr₃ | B,0.4527865615946631,0.5077405305085659,0.8917676143386474,0,
5104.89,¹⁴N(n;n′) 5105.89→g.s.,air; people | C,0.0,inf,0.0,0,
5269.16,¹⁴N(n;γ); выход на 100 захватов: 29.57 / 21.05,air; people | B,-1.1468492424975922,0.3234317754401193,-3.5458768419923596,0,
5297.82,¹⁴N(n;γ); выход на 100 захватов: 29.57 / 21.05,air; people | B,0.0,inf,0.0,0,
5380.02,³⁹K(n;γ); выход на 100 захватов: 6.95,people | D,0.0,inf,0.0,0,
5420.57,³²S(n;γ); выход на 100 захватов: 56.20,body; rubber | C,0.0,inf,0.0,0,
5533.4,¹⁴N(n;γ); выход на 100 захватов: 19.42 / 10.53,air; people | C,0.35240749552661793,0.4228435605502496,0.8334228740956285,0,
5562.06,¹⁴N(n;γ); выход на 100 захватов: 19.42 / 10.53,air; people | C,0.0,inf,0.0,0,
5617.9,⁵²Cr(n;γ); выход на 100 захватов: 17.37,stainless steel | C,0.0,inf,0.0,0,
5920.45,⁵⁶Fe(n;γ); выход на 100 захватов: 8.69,steel | C,0.0,inf,0.0,0,
6018.53,⁵⁶Fe(n;γ); выход на 100 захватов: 8.76,steel | C,0.0,inf,0.0,0,
6110.84,³⁵Cl(n;γ); выход на 100 захватов: 15.13,PVC; body | B,-0.18536446502552964,0.3412364398013749,-0.5432141571205749,0,
